"","agem","quartiers","SES","famille","mold"
"958",42,48028,482,958,432
"959",48,48028,3997,959,432
"960",49,48028,221,960,432
"961",39,48462,3062,961,414
"962",40,48462,292,962,414
"963",41,48462,2637,963,414
"964",43,48462,3459,964,414
"965",44,48462,3119,965,414
"966",39,48748,3714,966,44
"967",42,48748,3374,967,44
"968",44,48748,3884,968,44
"969",46,48748,3374,969,44
"970",49,48748,4593,970,44
"971",37,49515,2325,971,414
"972",40,49515,3062,972,414
"973",42,49515,2637,973,414
"974",43,49515,241,974,414
"975",45,49515,343,975,414
"976",40,50998,335,976,456
"977",44,50998,348,977,456
"978",46,50998,292,978,456
"979",48,50998,282,979,456
"980",50,50998,378,980,456
"981",39,51128,13,981,438
"982",41,51128,3629,982,438
"983",45,51128,3799,983,438
"984",46,51128,326,984,438
"985",48,51128,3232,985,438
"986",38,52047,326,986,42
"987",40,52047,418,987,42
"988",41,52047,3289,988,42
"989",43,52047,3487,989,42
"990",48,52047,4366,990,42
"991",37,52545,32,991,42
"992",40,52545,365,992,42
"993",43,52545,373,993,42
"994",44,52545,344,994,42
"995",46,52545,45,995,42
"996",36,54230,246,996,39
"997",38,54230,257,997,39
"998",39,54230,356,998,39
"999",40,54230,325,999,39
"1000",42,54230,311,1000,39
"1001",34,54765,1956,1001,37
"1002",35,54765,3317,1002,37
"1003",36,54765,3827,1003,37
"1004",39,54765,3969,1004,37
"1005",41,54765,3629,1005,37
"1006",36,54852,3345,1006,412
"1007",38,54852,3884,1007,412
"1008",39,54852,3544,1008,412
"1009",46,54852,3799,1009,412
"1010",47,54852,3289,1010,412
"1011",35,55252,2126,1011,384
"1012",37,55252,3232,1012,384
"1013",39,55252,3175,1013,384
"1014",40,55252,3289,1014,384
"1015",41,55252,3232,1015,384
"1016",37,55440,354,1016,402
"1017",38,55440,339,1017,402
"1018",40,55440,367,1018,402
"1019",42,55440,333,1019,402
"1020",44,55440,336,1020,402
"1021",37,55779,3742,1021,402
"1022",38,55779,2863,1022,402
"1023",41,55779,2863,1023,402
"1024",41,55779,2268,1024,402
"1025",44,55779,3317,1025,402
"1026",38,55809,3714,1026,406
"1027",39,55809,2778,1027,406
"1028",41,55809,309,1028,406
"1029",42,55809,3005,1029,406
"1030",43,55809,2948,1030,406
"1031",39,55818,3175,1031,444
"1032",41,55818,3374,1032,444
"1033",45,55818,41,1033,444
"1034",46,55818,3459,1034,444
"1035",51,55818,3232,1035,444
"1036",37,56943,2523,1036,42
"1037",40,56943,2013,1037,42
"1038",43,56943,2835,1038,42
"1039",44,56943,1503,1039,42
"1040",46,56943,2183,1040,42
"1041",48,57289,4139,1041,532
"1042",52,57289,4139,1042,532
"1043",54,57289,3827,1043,532
"1044",55,57289,4281,1044,532
"1045",57,57289,3629,1045,532
"1046",35,57442,2722,1046,402
"1047",38,57442,2835,1047,402
"1048",40,57442,3005,1048,402
"1049",43,57442,2977,1049,402
"1050",45,57442,2381,1050,402
"1051",34,57613,2778,1051,376
"1052",36,57613,2807,1052,376
"1053",37,57613,2892,1053,376
"1054",39,57613,275,1054,376
"1055",42,57613,2438,1055,376
"1056",36,57789,2948,1056,41
"1057",37,57789,28,1057,41
"1058",42,57789,285,1058,41
"1059",44,57789,346,1059,41
"1060",46,57789,3402,1060,41
"1061",39,57939,3941,1061,41
"1062",40,57939,4451,1062,41
"1063",39,57939,343,1063,41
"1064",41,57939,3402,1064,41
"1065",46,57939,3459,1065,41
"1066",33,58339,2778,1066,396
"1067",37,58339,292,1067,396
"1068",39,58339,2722,1068,396
"1069",44,58339,3175,1069,396
"1070",45,58339,1304,1070,396
"1071",43,58823,3289,1071,478
"1072",45,58823,5046,1072,478
"1073",47,58823,4905,1073,478
"1074",50,58823,4961,1074,478
"1075",54,58823,5528,1075,478
"1076",33,59217,1814,1076,382
"1077",35,59217,178,1077,382
"1078",39,59217,2863,1078,382
"1079",40,59217,3005,1079,382
"1080",44,59217,292,1080,382
"1081",36,59423,256,1081,414
"1082",38,59423,342,1082,414
"1083",42,59423,328,1083,414
"1084",44,59423,376,1084,414
"1085",47,59423,319,1085,414
"1086",34,59491,3203,1086,38
"1087",37,59491,2722,1087,38
"1088",38,59491,3204,1088,38
"1089",40,59491,2863,1089,38
"1090",41,59491,2552,1090,38
"1091",35,59708,3289,1091,392
"1092",38,59708,3686,1092,392
"1093",39,59708,3657,1093,392
"1094",41,59708,3856,1094,392
"1095",43,59708,3572,1095,392
"1096",38,59975,1984,1096,408
"1097",40,59975,2863,1097,408
"1098",41,59975,292,1098,408
"1099",42,59975,3515,1099,408
"1100",43,59975,3912,1100,408
"1101",41,60115,34,1101,46
"1102",45,60115,3629,1102,46
"1103",47,60115,343,1103,46
"1104",48,60115,378,1104,46
"1105",49,60115,3374,1105,46
"1106",34,60169,3742,1106,388
"1107",37,60169,2948,1107,388
"1108",39,60169,3062,1108,388
"1109",41,60169,3827,1109,388
"1110",43,60169,3515,1110,388
"1111",35,60912,27,1111,404
"1112",37,60912,276,1112,404
"1113",39,60912,33,1113,404
"1114",44,60912,357,1114,404
"1115",47,60912,363,1115,404
"1116",38,60971,2835,1116,416
"1117",40,60971,3629,1117,416
"1118",42,60971,3515,1118,416
"1119",43,60971,3544,1119,416
"1120",45,60971,3033,1120,416
"1121",36,61049,2977,1121,414
"1122",38,61049,2778,1122,414
"1123",42,61049,3374,1123,414
"1124",44,61049,3232,1124,414
"1125",47,61049,2892,1125,414
"1126",39,61585,2948,1126,438
"1127",42,61585,3232,1127,438
"1128",45,61585,2948,1128,438
"1129",46,61585,2523,1129,438
"1130",47,61585,2466,1130,438
"1131",38,61906,326,1131,418
"1132",41,61906,3345,1132,418
"1133",42,61906,326,1133,418
"1134",43,61906,3402,1134,418
"1135",45,61906,3374,1135,418
"1136",36,62126,2863,1136,404
"1137",38,62126,3232,1137,404
"1138",41,62126,4054,1138,404
"1139",43,62126,258,1139,404
"1140",44,62126,3175,1140,404
"1141",41,62331,352,1141,46
"1142",45,62331,37,1142,46
"1143",46,62331,328,1143,46
"1144",48,62331,3809,1144,46
"1145",50,62331,297,1145,46
"1146",38,62340,3345,1146,428
"1147",40,62340,3062,1147,428
"1148",42,62340,292,1148,428
"1149",46,62340,335,1149,428
"1150",48,62340,303,1150,428
"1151",43,62617,2565,1151,468
"1152",44,62617,27,1152,468
"1153",46,62617,324,1153,468
"1154",47,62617,30,1154,468
"1155",54,62617,3062,1155,468
"1156",44,62723,2835,1156,492
"1157",46,62723,3544,1157,492
"1158",50,62723,3572,1158,492
"1159",52,62723,3912,1159,492
"1160",54,62723,3912,1160,492
"1161",35,63545,3203,1161,404
"1162",39,63545,166,1162,404
"1163",41,63545,2778,1163,404
"1164",42,63545,3175,1164,404
"1165",45,63545,3459,1165,404
"1166",34,64078,3289,1166,386
"1167",38,64078,2693,1167,386
"1168",39,64078,2977,1168,386
"1169",40,64078,3175,1169,386
"1170",42,64078,2608,1170,386
"1171",43,64095,309,1171,466
"1172",45,64095,3884,1172,466
"1173",47,64095,4054,1173,466
"1174",48,64095,4224,1174,466
"1175",50,64095,3799,1175,466
"1176",40,64113,2722,1176,434
"1177",42,64113,2863,1177,434
"1178",44,64113,2466,1178,434
"1179",45,64113,2211,1179,434
"1180",46,64113,2438,1180,434
"1181",33,64212,207,1181,374
"1182",37,64212,2948,1182,374
"1183",38,64212,2523,1183,374
"1184",39,64212,222,1184,374
"1185",40,64212,275,1185,374
"1186",36,64423,3062,1186,404
"1187",37,64423,2807,1187,404
"1188",39,64423,2835,1188,404
"1189",44,64423,2665,1189,404
"1190",46,64423,2835,1190,404
"1191",39,64792,3203,1191,466
"1192",45,64792,2013,1192,466
"1193",48,64792,3119,1193,466
"1194",50,64792,309,1194,466
"1195",51,64792,2778,1195,466
"1196",38,65020,292,1196,422
"1197",40,65020,3374,1197,422
"1198",41,65020,4111,1198,422
"1199",45,65020,3515,1199,422
"1200",47,65020,3402,1200,422
"1201",36,65997,2665,1201,396
"1202",38,65997,2835,1202,396
"1203",39,65997,2948,1203,396
"1204",41,65997,309,1204,396
"1205",44,65997,2495,1205,396
"1206",38,66550,3033,1206,428
"1207",42,66550,326,1207,428
"1208",43,66550,225,1208,428
"1209",45,66550,3771,1209,428
"1210",46,66550,417,1210,428
"1211",41,66776,275,1211,436
"1212",42,66776,3515,1212,436
"1213",43,66776,326,1213,436
"1214",45,66776,3686,1214,436
"1215",47,66776,3289,1215,436
"1216",36,67129,228,1216,43
"1217",42,67129,293,1217,43
"1218",43,67129,276,1218,43
"1219",46,67129,336,1219,43
"1220",48,67129,2523,1220,43
"1221",39,67464,3374,1221,436
"1222",41,67464,3912,1222,436
"1223",43,67464,4196,1223,436
"1224",46,67464,3742,1224,436
"1225",49,67464,2183,1225,436
"1226",35,67886,326,1226,39
"1227",38,67886,2722,1227,39
"1228",39,67886,241,1228,39
"1229",41,67886,2892,1229,39
"1230",42,67886,3289,1230,39
"1231",36,68720,292,1231,404
"1232",40,68720,2835,1232,404
"1233",41,68720,2835,1233,404
"1234",42,68720,3147,1234,404
"1235",43,68720,3345,1235,404
"1236",35,68732,3175,1236,408
"1237",39,68732,2807,1237,408
"1238",42,68732,2778,1238,408
"1239",43,68732,2722,1239,408
"1240",45,68732,3147,1240,408
"1241",37,69210,3289,1241,404
"1242",39,69210,3515,1242,404
"1243",41,69210,3657,1243,404
"1244",42,69210,369,1244,404
"1245",43,69210,3374,1245,404
"1246",37,69242,32,1246,408
"1247",38,69242,276,1247,408
"1248",41,69242,33,1248,408
"1249",43,69242,1928,1249,408
"1250",45,69242,257,1250,408
"1251",41,69590,3005,1251,45
"1252",43,69590,3317,1252,45
"1253",45,69590,3033,1253,45
"1254",47,69590,3572,1254,45
"1255",49,69590,36,1255,45
"1256",36,70018,3884,1256,41
"1257",38,70018,3544,1257,41
"1258",39,70018,3657,1258,41
"1259",45,70018,3175,1259,41
"1260",47,70018,2863,1260,41
"1261",43,71121,3685,1261,47
"1262",45,71121,3941,1262,47
"1263",47,71121,4508,1263,47
"1264",49,71121,4366,1264,47
"1265",51,71121,4196,1265,47
"1266",36,71122,3062,1266,388
"1267",37,71122,2665,1267,388
"1268",38,71122,2155,1268,388
"1269",40,71122,2977,1269,388
"1270",43,71122,2948,1270,388
"1271",37,71922,2637,1271,42
"1272",38,71922,3714,1272,42
"1273",43,71922,3459,1273,42
"1274",45,71922,1567,1274,42
"1275",47,71922,2807,1275,42
"1276",40,72294,3714,1276,444
"1277",43,72294,3629,1277,444
"1278",44,72294,3997,1278,444
"1279",46,72294,4054,1279,444
"1280",49,72294,3912,1280,444
"1281",34,72726,3232,1281,406
"1282",40,72726,4338,1282,406
"1283",41,72726,3232,1283,406
"1284",42,72726,3572,1284,406
"1285",46,72726,343,1285,406
"1286",37,72911,322,1286,434
"1287",42,72911,398,1287,434
"1288",44,72911,40,1288,434
"1289",46,72911,393,1289,434
"1290",48,72911,3572,1290,434
"1291",42,73111,2977,1291,456
"1292",45,73111,3119,1292,456
"1293",46,73111,3175,1293,456
"1294",47,73111,2665,1294,456
"1295",48,73111,2977,1295,456
"1296",36,73189,2126,1296,416
"1297",40,73189,2637,1297,416
"1298",41,73189,3062,1298,416
"1299",45,73189,3118,1299,416
"1300",46,73189,3317,1300,416
"1301",37,73813,2835,1301,412
"1302",38,73813,3487,1302,412
"1303",40,73813,3629,1303,412
"1304",44,73813,2495,1304,412
"1305",47,73813,3005,1305,412
"1306",33,74024,2466,1306,354
"1307",35,74024,3374,1307,354
"1308",36,74024,2778,1308,354
"1309",36,74024,1361,1309,354
"1310",37,74024,2523,1310,354
"1311",36,74045,312,1311,406
"1312",38,74045,325,1312,406
"1313",40,74045,303,1313,406
"1314",42,74045,307,1314,406
"1315",47,74045,212,1315,406
"1316",34,74789,286,1316,374
"1317",35,74789,178,1317,374
"1318",37,74789,309,1318,374
"1319",39,74789,299,1319,374
"1320",42,74789,3033,1320,374
"1321",38,75487,326,1321,41
"1322",39,75487,326,1322,41
"1323",41,75487,3572,1323,41
"1324",43,75487,3289,1324,41
"1325",44,75487,3289,1325,41
"1326",39,76866,3289,1326,432
"1327",41,76866,334,1327,432
"1328",42,76866,3827,1328,432
"1329",45,76866,4224,1329,432
"1330",49,76866,4252,1330,432
"1331",40,77127,4309,1331,446
"1332",42,77127,4054,1332,446
"1333",44,77127,3941,1333,446
"1334",48,77127,3969,1334,446
"1335",49,77127,3941,1335,446
"1336",38,77165,3289,1336,426
"1337",39,77165,377,1337,426
"1338",40,77165,2807,1338,426
"1339",47,77165,2381,1339,426
"1340",49,77165,3175,1340,426
"1341",38,77497,3203,1341,436
"1342",43,77497,2778,1342,436
"1343",44,77497,2807,1343,436
"1344",46,77497,2807,1344,436
"1345",47,77497,2835,1345,436
"1346",38,77743,28,1346,442
"1347",41,77743,292,1347,442
"1348",45,77743,272,1348,442
"1349",48,77743,267,1349,442
"1350",49,77743,286,1350,442
"1351",34,77766,294,1351,374
"1352",37,77766,275,1352,374
"1353",38,77766,30,1353,374
"1354",38,77766,266,1354,374
"1355",40,77766,32,1355,374
"1356",35,78481,3118,1356,386
"1357",38,78481,326,1357,386
"1358",39,78481,3062,1358,386
"1359",40,78481,3686,1359,386
"1360",41,78481,3544,1360,386
"1361",38,79346,2863,1361,416
"1362",40,79346,2693,1362,416
"1363",41,79346,2126,1363,416
"1364",43,79346,1786,1364,416
"1365",46,79346,2466,1365,416
"1366",47,79364,3657,1366,502
"1367",48,79364,3827,1367,502
"1368",50,79364,4451,1368,502
"1369",52,79364,4139,1369,502
"1370",54,79364,4167,1370,502
"1371",34,79696,2608,1371,402
"1372",38,79696,224,1372,402
"1373",40,79696,3033,1373,402
"1374",43,79696,3402,1374,402
"1375",46,79696,309,1375,402
"1376",36,79880,3969,1376,414
"1377",38,79880,4366,1377,414
"1378",42,79880,4338,1378,414
"1379",44,79880,3686,1379,414
"1380",47,79880,3969,1380,414
"1381",36,80370,1616,1381,414
"1382",38,80370,2637,1382,414
"1383",42,80370,292,1383,414
"1384",44,80370,2693,1384,414
"1385",47,80370,3374,1385,414
"1386",36,81256,343,1386,396
"1387",37,81256,3487,1387,396
"1388",39,81256,3317,1388,396
"1389",41,81256,3317,1389,396
"1390",45,81256,4082,1390,396
"1391",35,82235,2693,1391,406
"1392",37,82235,3033,1392,406
"1393",42,82235,3742,1393,406
"1394",43,82235,3345,1394,406
"1395",46,82235,3203,1395,406
"1396",43,82392,2977,1396,474
"1397",46,82392,3005,1397,474
"1398",48,82392,323,1398,474
"1399",49,82392,254,1399,474
"1400",51,82392,3515,1400,474
"1401",35,82901,2835,1401,38
"1402",37,82901,309,1402,38
"1403",38,82901,1843,1403,38
"1404",39,82901,3317,1404,38
"1405",41,82901,3005,1405,38
"1406",44,83179,3118,1406,494
"1407",47,83179,2892,1407,494
"1408",50,83179,3289,1408,494
"1409",52,83179,3459,1409,494
"1410",54,83179,336,1410,494
"1411",40,83366,2977,1411,438
"1412",42,83366,3033,1412,438
"1413",44,83366,2892,1413,438
"1414",46,83366,3629,1414,438
"1415",47,83366,309,1415,438
"1416",35,83522,3459,1416,378
"1417",36,83522,3912,1417,378
"1418",38,83522,3402,1418,378
"1419",39,83522,3345,1419,378
"1420",41,83522,3827,1420,378
"1421",34,84255,3118,1421,374
"1422",35,84255,258,1422,374
"1423",38,84255,1729,1423,374
"1424",38,84255,2296,1424,374
"1425",42,84255,1673,1425,374
"1426",38,84485,3062,1426,414
"1427",40,84485,3033,1427,414
"1428",40,84485,2665,1428,414
"1429",43,84485,343,1429,414
"1430",46,84485,326,1430,414
"1431",36,84534,2977,1431,408
"1432",39,84534,3374,1432,408
"1433",41,84534,3204,1433,408
"1434",43,84534,3629,1434,408
"1435",45,84534,3402,1435,408
"1436",37,84617,2977,1436,414
"1437",39,84617,2495,1437,414
"1438",42,84617,3147,1438,414
"1439",44,84617,3232,1439,414
"1440",45,84617,3572,1440,414
"1441",38,84714,3062,1441,42
"1442",40,84714,309,1442,42
"1443",42,84714,3289,1443,42
"1444",44,84714,2807,1444,42
"1445",46,84714,2778,1445,42
"1446",38,85409,2778,1446,42
"1447",39,85409,2835,1447,42
"1448",41,85409,2835,1448,42
"1449",44,85409,2948,1449,42
"1450",48,85409,3289,1450,42
"1451",36,85420,2948,1451,388
"1452",37,85420,3118,1452,388
"1453",38,85420,2438,1453,388
"1454",41,85420,3175,1454,388
"1455",42,85420,2977,1455,388
"1456",40,85589,284,1456,452
"1457",42,85589,278,1457,452
"1458",46,85589,173,1458,452
"1459",48,85589,224,1459,452
"1460",50,85589,292,1460,452
"1461",43,85599,4026,1461,486
"1462",48,85599,3345,1462,486
"1463",49,85599,3232,1463,486
"1464",50,85599,2892,1464,486
"1465",53,85599,2665,1465,486
"1466",36,85630,345,1466,388
"1467",37,85630,296,1467,388
"1468",39,85630,2693,1468,388
"1469",40,85630,2608,1469,388
"1470",42,85630,3033,1470,388
"1471",42,86060,4394,1471,476
"1472",45,86060,3204,1472,476
"1473",48,86060,3969,1473,476
"1474",50,86060,4111,1474,476
"1475",53,86060,3629,1475,476
"1476",42,86093,3742,1476,466
"1477",44,86093,3374,1477,466
"1478",47,86093,3714,1478,466
"1479",49,86093,3856,1479,466
"1480",51,86093,3147,1480,466
"1481",37,86258,3374,1481,426
"1482",41,86258,3657,1482,426
"1483",42,86258,3884,1483,426
"1484",46,86258,3856,1484,426
"1485",47,86258,3544,1485,426
"1486",35,86273,3232,1486,374
"1487",36,86273,2495,1487,374
"1488",37,86273,3175,1488,374
"1489",39,86273,2637,1489,374
"1490",40,86273,2637,1490,374
"1491",38,86396,42,1491,414
"1492",39,86396,373,1492,414
"1493",40,86396,364,1493,414
"1494",43,86396,3175,1494,414
"1495",47,86396,3203,1495,414
"1496",36,86465,2807,1496,398
"1497",37,86465,3033,1497,398
"1498",39,86465,3515,1498,398
"1499",43,86465,3317,1499,398
"1500",44,86465,2381,1500,398
"1501",38,86935,326,1501,444
"1502",42,86935,3005,1502,444
"1503",45,86935,36,1503,444
"1504",48,86935,3175,1504,444
"1505",49,86935,3941,1505,444
"1506",49,87132,3685,1506,536
"1507",51,87132,3856,1507,536
"1508",54,87132,3544,1508,536
"1509",55,87132,3629,1509,536
"1510",59,87132,3912,1510,536
"1511",36,87212,364,1511,388
"1512",38,87212,282,1512,388
"1513",39,87212,366,1513,388
"1514",40,87212,358,1514,388
"1515",41,87212,343,1515,388
"1516",36,87401,2693,1516,39
"1517",38,87401,3119,1517,39
"1518",39,87401,2608,1518,39
"1519",40,87401,2948,1519,39
"1520",42,87401,3147,1520,39
"1521",36,87598,14,1521,394
"1522",38,87598,238,1522,394
"1523",40,87598,213,1523,394
"1524",41,87598,26,1524,394
"1525",42,87598,248,1525,394
"1526",42,88499,4139,1526,466
"1527",44,88499,3629,1527,466
"1528",46,88499,36,1528,466
"1529",49,88499,4196,1529,466
"1530",52,88499,377,1530,466
"1531",36,88626,2807,1531,384
"1532",37,88626,3374,1532,384
"1533",38,88626,3289,1533,384
"1534",40,88626,343,1534,384
"1535",41,88626,3856,1535,384
"1536",35,88852,3714,1536,378
"1537",36,88852,2892,1537,378
"1538",37,88852,1616,1538,378
"1539",40,88852,326,1539,378
"1540",41,88852,3799,1540,378
"1541",36,89298,3005,1541,43
"1542",41,89298,3147,1542,43
"1543",43,89298,4054,1543,43
"1544",47,89298,343,1544,43
"1545",48,89298,3289,1545,43
"1546",36,89919,29,1546,394
"1547",37,89919,283,1547,394
"1548",39,89919,34,1548,394
"1549",42,89919,3487,1549,394
"1550",43,89919,329,1550,394
"1551",40,90379,3997,1551,464
"1552",46,90379,4111,1552,464
"1553",47,90379,3941,1553,464
"1554",49,90379,3912,1554,464
"1555",50,90379,3941,1555,464
"1556",37,90411,2722,1556,396
"1557",38,90411,2155,1557,396
"1558",40,90411,3572,1558,396
"1559",41,90411,292,1559,396
"1560",42,90411,2835,1560,396
"1561",37,90745,3175,1561,404
"1562",39,90745,3714,1562,404
"1563",41,90745,1616,1563,404
"1564",42,90745,3204,1564,404
"1565",43,90745,3175,1565,404
"1566",38,91092,3175,1566,428
"1567",41,91092,4082,1567,428
"1568",44,91092,3544,1568,428
"1569",45,91092,3487,1569,428
"1570",46,91092,4139,1570,428
"1571",38,91759,292,1571,416
"1572",39,91759,2693,1572,416
"1573",40,91759,2977,1573,416
"1574",45,91759,309,1574,416
"1575",46,91759,36,1575,416
"1576",36,91909,3062,1576,402
"1577",39,91909,258,1577,402
"1578",41,91909,227,1578,402
"1579",42,91909,245,1579,402
"1580",43,91909,3365,1580,402
"1581",49,92099,2892,1581,53
"1582",50,92099,3033,1582,53
"1583",54,92099,2892,1583,53
"1584",55,92099,3317,1584,53
"1585",57,92099,4253,1585,53
"1586",38,92170,325,1586,424
"1587",40,92170,368,1587,424
"1588",42,92170,315,1588,424
"1589",45,92170,296,1589,424
"1590",47,92170,347,1590,424
"1591",38,92196,3459,1591,432
"1592",40,92196,3402,1592,432
"1593",44,92196,2948,1593,432
"1594",46,92196,3629,1594,432
"1595",48,92196,3005,1595,432
"1596",38,92673,2722,1596,426
"1597",41,92673,309,1597,426
"1598",43,92673,2637,1598,426
"1599",44,92673,2353,1599,426
"1600",47,92673,2863,1600,426
"1601",37,93048,3033,1601,416
"1602",40,93048,2637,1602,416
"1603",41,93048,2835,1603,416
"1604",44,93048,309,1604,416
"1605",46,93048,292,1605,416
"1606",42,93144,2665,1606,474
"1607",44,93144,1474,1607,474
"1608",49,93144,292,1608,474
"1609",50,93144,326,1609,474
"1610",52,93144,3402,1610,474
"1611",43,94003,3203,1611,478
"1612",46,94003,2523,1612,478
"1613",48,94003,2778,1613,478
"1614",49,94003,2466,1614,478
"1615",53,94003,3033,1615,478
"1616",53,94013,306,1616,578
"1617",56,94013,3374,1617,578
"1618",58,94013,2863,1618,578
"1619",60,94013,3033,1619,578
"1620",62,94013,3147,1620,578
"1621",42,94101,2296,1621,47
"1622",44,94101,292,1622,47
"1623",47,94101,2523,1623,47
"1624",50,94101,2863,1624,47
"1625",52,94101,207,1625,47
"1626",39,94230,328,1626,438
"1627",40,94230,408,1627,438
"1628",44,94230,3062,1628,438
"1629",47,94230,228,1629,438
"1630",49,94230,353,1630,438
"1631",44,94345,3714,1631,492
"1632",46,94345,2977,1632,492
"1633",50,94345,3742,1633,492
"1634",52,94345,4026,1634,492
"1635",54,94345,3827,1635,492
"1636",40,95268,3289,1636,438
"1637",41,95268,316,1637,438
"1638",44,95268,3289,1638,438
"1639",46,95268,35,1639,438
"1640",48,95268,3742,1640,438
"1641",38,95284,2126,1641,432
"1642",41,95284,3119,1642,432
"1643",43,95284,2807,1643,432
"1644",46,95284,3033,1644,432
"1645",48,95284,2835,1645,432
"1646",40,95286,2551,1646,434
"1647",42,95286,3119,1647,434
"1648",44,95286,3345,1648,434
"1649",45,95286,3119,1649,434
"1650",46,95286,2807,1650,434
"1651",35,95624,291,1651,388
"1652",38,95624,304,1652,388
"1653",39,95624,282,1653,388
"1654",40,95624,317,1654,388
"1655",42,95624,2948,1655,388
"1656",37,95626,33,1656,418
"1657",40,95626,299,1657,418
"1658",42,95626,31,1658,418
"1659",43,95626,238,1659,418
"1660",47,95626,285,1660,418
"1661",38,95795,36,1661,418
"1662",39,95795,3033,1662,418
"1663",40,95795,3884,1663,418
"1664",45,95795,3374,1664,418
"1665",47,95795,309,1665,418
"1666",44,97218,309,1666,488
"1667",47,97218,3204,1667,488
"1668",48,97218,3317,1668,488
"1669",50,97218,3515,1669,488
"1670",55,97218,3629,1670,488
"1671",35,97220,2778,1671,382
"1672",37,97220,1361,1672,382
"1673",38,97220,1786,1673,382
"1674",40,97220,275,1674,382
"1675",41,97220,2013,1675,382
"1676",39,97358,2835,1676,42
"1677",41,97358,3147,1677,42
"1678",42,97358,326,1678,42
"1679",44,97358,1531,1679,42
"1680",44,97358,2637,1680,42
"1681",35,97387,2948,1681,388
"1682",38,97387,3345,1682,388
"1683",39,97387,2863,1683,388
"1684",40,97387,3062,1684,388
"1685",42,97387,3033,1685,388
"1686",53,97682,3317,1686,566
"1687",55,97682,3232,1687,566
"1688",57,97682,3572,1688,566
"1689",58,97682,3204,1689,566
"1690",60,97682,326,1690,566
"1691",35,97719,34,1691,38
"1692",36,97719,328,1692,38
"1693",38,97719,334,1693,38
"1694",40,97719,416,1694,38
"1695",41,97719,38,1695,38
"1696",35,97872,2948,1696,404
"1697",38,97872,3147,1697,404
"1698",40,97872,3572,1698,404
"1699",44,97872,2722,1699,404
"1700",45,97872,2381,1700,404
"1701",41,97925,241,1701,452
"1702",43,97925,2892,1702,452
"1703",46,97925,3544,1703,452
"1704",47,97925,3119,1704,452
"1705",49,97925,3572,1705,452
"1706",38,98473,3515,1706,438
"1707",42,98473,36,1707,438
"1708",44,98473,4167,1708,438
"1709",47,98473,3941,1709,438
"1710",48,98473,3487,1710,438
"1711",40,98591,3884,1711,43
"1712",41,98591,3686,1712,43
"1713",42,98591,4139,1713,43
"1714",44,98591,4338,1714,43
"1715",48,98591,3884,1715,43
"1716",36,98666,2495,1716,412
"1717",39,98666,3771,1717,412
"1718",41,98666,3997,1718,412
"1719",44,98666,3402,1719,412
"1720",46,98666,3147,1720,412
"1721",36,99143,3572,1721,394
"1722",38,99143,3771,1722,394
"1723",39,99143,3175,1723,394
"1724",41,99143,3119,1724,394
"1725",43,99143,3487,1725,394
"1726",35,99453,327,1726,40
"1727",39,99453,3856,1727,40
"1728",41,99453,3856,1728,40
"1729",42,99453,309,1729,40
"1730",43,99453,3685,1730,40
"1731",43,99456,216,1731,472
"1732",44,99456,233,1732,472
"1733",46,99456,25,1733,472
"1734",51,99456,241,1734,472
"1735",52,99456,232,1735,472
"1736",38,99458,2948,1736,418
"1737",39,99458,2126,1737,418
"1738",42,99458,3147,1738,418
"1739",44,99458,3062,1739,418
"1740",46,99458,2863,1740,418
"1741",46,99711,3685,1741,494
"1742",47,99711,3912,1742,494
"1743",49,99711,3799,1743,494
"1744",51,99711,3742,1744,494
"1745",54,99711,4167,1745,494
"1746",35,99753,2183,1746,376
"1747",36,99753,3345,1747,376
"1748",37,99753,339,1748,376
"1749",39,99753,359,1749,376
"1750",41,99753,265,1750,376
"1751",36,99806,266,1751,41
"1752",38,99806,347,1752,41
"1753",43,99806,237,1753,41
"1754",44,99806,23,1754,41
"1755",44,99806,272,1755,41
"1756",46,100318,2495,1756,50
"1757",48,100318,3544,1757,50
"1758",49,100318,3345,1758,50
"1759",51,100318,3317,1759,50
"1760",56,100318,3742,1760,50
"1761",38,100521,375,1761,434
"1762",40,100521,37,1762,434
"1763",45,100521,294,1763,434
"1764",46,100521,314,1764,434
"1765",48,100521,317,1765,434
"1766",36,100863,3402,1766,408
"1767",39,100863,359,1767,408
"1768",41,100863,3884,1768,408
"1769",43,100863,3742,1769,408
"1770",45,100863,3827,1770,408
"1771",39,101267,2325,1771,414
"1772",40,101267,2381,1772,414
"1773",41,101267,241,1773,414
"1774",43,101267,2835,1774,414
"1775",44,101267,2098,1775,414
"1776",39,101288,2835,1776,424
"1777",40,101288,2948,1777,424
"1778",43,101288,3232,1778,424
"1779",44,101288,275,1779,424
"1780",46,101288,3005,1780,424
"1781",36,101575,3515,1781,406
"1782",38,101575,3742,1782,406
"1783",42,101575,3402,1783,406
"1784",43,101575,3289,1784,406
"1785",44,101575,3487,1785,406
"1786",45,101898,3856,1786,502
"1787",46,101898,4139,1787,502
"1788",51,101898,4082,1788,502
"1789",53,101898,3941,1789,502
"1790",56,101898,3941,1790,502
"1791",49,101932,3941,1791,528
"1792",50,101932,326,1792,528
"1793",53,101932,3742,1793,528
"1794",55,101932,3232,1794,528
"1795",57,101932,3033,1795,528
"1796",41,102990,3884,1796,454
"1797",42,102990,4082,1797,454
"1798",44,102990,4536,1798,454
