FAMID,NEIGHID,ATTAIN,DEPRIVE
1115,518,-1.33,0.88
1116,518,0.03,0.88
1117,519,0.16,0.26
1118,519,1.52,0.26
1119,519,0.56,0.26
1120,519,0.74,0.26
1121,519,0.03,0.26
1122,519,1.52,0.26
1123,519,1.14,0.26
1124,519,1.52,0.26
1125,520,1.14,0.38
1126,520,1.52,0.38
1127,520,0.91,0.38
1128,520,2.42,0.38
1129,520,0.91,0.38
1130,524,-1.33,0.35
1131,525,-1.33,0.1
1132,525,0.39,0.1
1133,526,0.56,0.32
1134,526,-1.33,0.32
1135,526,2.42,0.32
1136,526,1.52,0.32
1137,526,0.91,0.32
1138,526,2.42,0.32
1139,527,-1.33,1.11
1140,527,-1.33,1.11
1141,528,-0.36,1.72
1142,528,-1.33,1.72
1143,528,0.56,1.72
1144,528,-0.13,1.72
1145,528,-1.33,1.72
1146,529,-0.36,1.08
1147,529,-0.13,1.08
1148,529,-0.13,1.08
1149,529,-0.58,1.08
1150,529,-1.33,1.08
1151,529,-1.33,1.08
1152,530,-1.33,1.06
1153,530,-0.13,1.06
1154,530,-1.33,1.06
1155,530,-1.33,1.06
1156,530,-0.36,1.06
1157,531,0.03,1.21
1158,531,-1.33,1.21
1159,531,-1.33,1.21
1160,532,1.14,1.27
1161,532,2.42,1.27
1162,533,0.56,1.43
1163,533,0.74,1.43
1164,534,-1.33,1.37
1165,534,-1.33,1.37
1166,534,0.16,1.37
1167,534,0.26,1.37
1168,535,-0.58,1.85
1169,535,-1.33,1.85
1170,535,0.91,1.85
1171,535,0.56,1.85
1172,535,0.26,1.85
1173,535,-1.33,1.85
1174,535,-0.13,1.85
1175,535,-1.33,1.85
1176,535,-0.58,1.85
1177,536,0.03,1.79
1178,536,0.74,1.79
1179,536,0.56,1.79
1180,537,0.56,1.33
1181,537,1.52,1.33
1182,537,0.74,1.33
1183,537,-1.33,1.33
1184,537,0.03,1.33
1185,537,-0.13,1.33
1186,537,-1.33,1.33
1187,537,-1.33,1.33
1188,538,0.74,1.57
1189,538,0.16,1.57
1190,539,2.42,1.43
1191,539,0.39,1.43
1192,539,0.39,1.43
1193,539,-0.58,1.43
1194,539,-1.33,1.43
1195,540,0.03,2.09
1196,540,-1.33,2.09
1197,540,0.03,2.09
1198,540,-0.36,2.09
1199,540,-1.33,2.09
1200,541,0.03,1.13
1201,541,0.03,1.13
1202,541,-1.33,1.13
1203,541,-0.36,1.13
1204,541,-1.33,1.13
1205,541,-0.13,1.13
1206,541,0.16,1.13
1207,541,-0.36,1.13
1208,542,0.26,0.2
1209,542,1.52,0.2
1210,542,1.52,0.2
1211,542,1.14,0.2
1212,542,1.14,0.2
1213,542,0.26,0.2
1214,542,0.91,0.2
1215,542,-0.13,0.2
1216,542,2.42,0.2
1217,542,0.56,0.2
1218,542,-0.58,0.2
1219,543,-0.13,0.4
1220,543,-0.36,0.4
1221,543,0.56,0.4
1222,543,-0.36,0.4
1223,543,1.52,0.4
1224,543,-0.36,0.4
1225,543,2.42,0.4
1226,543,1.52,0.4
1227,543,-0.13,0.4
1228,543,0.56,0.4
1229,544,1.14,0.21
1230,544,2.42,0.21
1231,544,0.39,0.21
1232,544,0.39,0.21
1233,544,0.03,0.21
1234,544,-0.13,0.21
1235,544,2.42,0.21
1236,544,0.91,0.21
1237,544,0.91,0.21
1238,544,0.74,0.21
1239,544,1.14,0.21
1240,544,0.56,0.21
1241,544,1.52,0.21
1242,544,1.52,0.21
1243,545,-0.58,0.43
1244,545,0.03,0.43
1245,545,-0.13,0.43
1246,545,0.39,0.43
1247,545,0.16,0.43
1248,545,0.56,0.43
1249,545,2.42,0.43
1250,545,1.14,0.43
1251,545,-1.33,0.43
1252,546,-0.36,0.2
1253,546,0.74,0.2
1254,546,2.42,0.2
1255,546,2.42,0.2
1256,546,0.56,0.2
1257,546,0.16,0.2
1258,547,-0.13,0.29
1259,547,0.56,0.29
1260,547,0.56,0.29
1261,547,0.39,0.29
1262,547,1.52,0.29
1263,547,0.03,0.29
1264,548,2.42,0.45
1265,548,-1.33,0.45
1266,548,2.42,0.45
1267,548,1.52,0.45
1268,548,1.52,0.45
1269,549,0.91,0.15
1270,549,0.56,0.15
1271,549,-0.13,0.15
1272,549,2.42,0.15
1273,549,1.14,0.15
1274,549,0.91,0.15
1275,549,-0.13,0.15
1276,549,2.42,0.15
1277,549,0.74,0.15
1278,550,0.91,0.4
1279,550,1.52,0.4
1280,550,1.52,0.4
1281,550,-0.36,0.4
1282,550,0.39,0.4
1283,550,2.42,0.4
1284,551,2.42,0.45
1285,551,-1.33,0.45
1286,551,0.26,0.45
1287,551,-1.33,0.45
1288,552,-1.33,1.47
1289,552,0.16,1.47
1290,553,-1.33,1.12
1291,553,2.42,1.12
1292,553,-0.13,1.12
1293,554,1.52,1.58
1294,554,0.56,1.58
1295,554,0.26,1.58
1296,554,1.14,1.58
1297,555,-1.33,0.99
1298,556,0.56,1
1299,556,0.39,1
1300,556,1.14,1
1301,557,-1.33,1.42
1302,557,-0.36,1.42
1303,557,-1.33,1.42
1304,557,-1.33,1.42
1305,557,0.03,1.42
1306,558,0.03,1.11
1307,558,0.74,1.11
1308,558,0.03,1.11
1309,558,0.39,1.11
1310,558,-0.36,1.11
1311,559,0.74,0.48
1312,559,1.14,0.48
1313,559,0.03,0.48
1314,559,0.91,0.48
1315,559,0.03,0.48
1316,559,0.03,0.48
1317,559,1.14,0.48
1318,560,0.16,1.15
1319,560,-0.36,1.15
1320,560,0.56,1.15
1321,560,0.39,1.15
1322,560,0.39,1.15
1323,560,0.26,1.15
1324,560,0.56,1.15
1325,561,0.74,0.52
1326,561,0.56,0.52
1327,561,-0.36,0.52
1328,561,0.26,0.52
1329,561,-1.33,0.52
1330,561,1.52,0.52
1331,561,0.39,0.52
1332,561,0.26,0.52
1333,561,0.16,0.52
1334,562,-1.33,1.01
1335,562,-1.33,1.01
1336,562,0.74,1.01
1337,562,-1.33,1.01
1338,562,-0.36,1.01
1339,562,0.56,1.01
1340,562,0.56,1.01
1341,562,0.56,1.01
1342,562,-0.36,1.01
1343,562,0.74,1.01
1344,562,0.91,1.01
1345,562,1.52,1.01
1346,562,2.42,1.01
1347,563,0.56,1
1348,563,1.52,1
1349,563,-1.33,1
1350,563,-1.33,1
1351,563,-0.13,1
1352,564,1.52,1.08
1353,564,0.39,1.08
1354,564,0.74,1.08
1355,564,0.16,1.08
1356,564,-1.33,1.08
1357,565,-1.33,3.27
1358,565,-0.36,3.27
1359,565,-1.33,3.27
1360,565,2.42,3.27
1361,565,-0.36,3.27
1362,565,-0.58,3.27
1363,566,1.52,0.59
1364,566,0.03,0.59
1365,566,0.74,0.59
1366,566,0.56,0.59
1367,567,-0.36,1.25
1368,567,-1.33,1.25
1369,567,-1.33,1.25
1370,568,0.26,1.06
1371,568,0.56,1.06
1372,568,-0.13,1.06
1373,568,0.74,1.06
1374,569,-1.33,0.88
1375,569,-0.58,0.88
1376,569,0.03,0.88
1377,569,-0.36,0.88
1378,569,0.03,0.88
1379,569,-0.13,0.88
1380,569,-1.33,0.88
1381,569,-1.33,0.88
1382,569,0.56,0.88
1383,570,1.14,0.71
1384,570,-0.36,0.71
1385,570,-1.33,0.71
1386,570,0.91,0.71
1387,570,0.74,0.71
1388,570,0.74,0.71
1389,571,-0.13,1.09
1390,571,0.16,1.09
1391,571,-0.58,1.09
1392,571,-1.33,1.09
1393,571,1.52,1.09
1394,571,0.56,1.09
1395,571,-1.33,1.09
1396,571,0.26,1.09
1397,571,1.52,1.09
1398,571,0.56,1.09
1399,571,-1.33,1.09
1400,572,-1.33,0.85
1401,572,-0.36,0.85
1402,572,-1.33,0.85
1403,572,0.26,0.85
1404,572,0.26,0.85
1405,572,-1.33,0.85
1406,572,0.74,0.85
1407,572,-1.33,0.85
1408,573,-1.33,0.7
1409,573,0.91,0.7
1410,573,0.91,0.7
1411,573,1.52,0.7
1412,573,0.03,0.7
1413,573,2.42,0.7
1414,573,-0.36,0.7
1415,573,0.26,0.7
1416,573,-0.13,0.7
1417,573,0.56,0.7
1418,645,0.39,1.26
1419,645,-0.36,1.26
1420,645,1.52,1.26
1421,645,1.52,1.26
1422,645,-0.36,1.26
1423,646,0.39,1.71
1424,646,0.91,1.71
1425,646,-0.36,1.71
1426,646,-0.58,1.71
1427,646,-0.36,1.71
1428,646,0.03,1.71
1429,646,0.26,1.71
1430,647,0.26,1.29
1431,647,0.91,1.29
1432,647,-1.33,1.29
1433,647,0.56,1.29
1434,647,-0.36,1.29
1435,647,-1.33,1.29
1436,647,0.74,1.29
1437,647,-0.13,1.29
1438,647,0.56,1.29
1439,647,2.42,1.29
1440,647,-0.13,1.29
1441,647,-0.58,1.29
1442,647,-0.58,1.29
1443,648,-0.13,1.27
1444,648,0.56,1.27
1445,648,-1.33,1.27
1446,648,0.56,1.27
1447,648,-1.33,1.27
1448,648,-0.36,1.27
1449,648,-1.33,1.27
1450,648,-1.33,1.27
1451,648,0.39,1.27
1452,650,-1.33,1.61
1453,650,0.74,1.61
1454,650,-0.13,1.61
1455,650,-1.33,1.61
1456,650,-0.36,1.61
1457,651,-1.33,1.2
1458,651,0.56,1.2
1459,651,0.91,1.2
1460,652,-0.36,0.77
1461,652,0.26,0.77
1462,652,0.39,0.77
1463,652,0.56,0.77
1464,652,0.03,0.77
1465,652,1.14,0.77
1466,652,-1.33,0.77
1467,652,2.42,0.77
1468,652,-0.36,0.77
1469,652,0.74,0.77
1470,652,0.56,0.77
1471,653,0.56,0.59
1472,653,1.52,0.59
1473,653,0.03,0.59
1474,654,-0.13,0.91
1475,654,1.14,0.91
1476,654,-0.36,0.91
1477,654,0.26,0.91
1478,654,0.26,0.91
1479,654,-1.33,0.91
1480,654,-1.33,0.91
1481,654,0.16,0.91
1482,654,0.03,0.91
1483,654,2.42,0.91
1484,655,0.91,1
1485,655,-0.13,1
1486,655,1.14,1
1487,655,-0.13,1
1488,656,0.74,1.16
1489,656,-1.33,1.16
1490,656,-1.33,1.16
1491,656,0.91,1.16
1492,656,-0.36,1.16
1493,656,-0.13,1.16
1494,656,0.74,1.16
1495,656,-0.36,1.16
1496,656,-0.58,1.16
1497,657,-1.33,1.14
1498,657,-1.33,1.14
1499,657,0.03,1.14
1500,657,0.16,1.14
1501,657,0.39,1.14
1502,657,-1.33,1.14
1503,657,-1.33,1.14
1504,657,1.52,1.14
1505,657,0.03,1.14
1506,657,-0.13,1.14
1507,657,0.56,1.14
1508,657,-1.33,1.14
1509,657,0.56,1.14
1510,657,2.42,1.14
1511,658,-0.13,0.79
1512,658,-1.33,0.79
1513,658,-1.33,0.79
1514,658,-0.36,0.79
1515,658,-1.33,0.79
1516,658,0.74,0.79
1517,658,0.56,0.79
1518,659,2.42,0.52
1519,659,0.39,0.52
1520,659,2.42,0.52
1521,659,0.39,0.52
1522,659,1.14,0.52
1523,659,1.14,0.52
1524,659,0.74,0.52
1525,659,1.52,0.52
1526,660,2.42,0.88
1527,660,0.74,0.88
1528,660,-0.58,0.88
1529,660,-1.33,0.88
1530,660,0.03,0.88
1531,661,0.74,0.68
1532,661,1.52,0.68
1533,661,0.39,0.68
1534,661,-0.36,0.68
1535,661,0.74,0.68
1536,661,0.39,0.68
1537,661,0.26,0.68
1538,661,0.74,0.68
1539,661,-1.33,0.68
1540,661,-0.36,0.68
1541,662,0.39,1.36
1542,662,0.74,1.36
1543,662,1.52,1.36
1544,663,0.16,0.86
1545,663,0.74,0.86
1546,663,0.91,0.86
1547,663,0.91,0.86
1548,663,-0.58,0.86
1549,663,0.03,0.86
1550,664,0.91,0.91
1551,664,0.39,0.91
1552,664,0.56,0.91
1553,664,1.52,0.91
1554,664,0.39,0.91
1555,665,-0.36,1.46
1556,665,0.26,1.46
1557,665,1.52,1.46
1558,665,-0.36,1.46
1559,665,-0.13,1.46
1560,665,-0.36,1.46
1561,665,-0.36,1.46
1562,666,-0.36,1.42
1563,666,-0.13,1.42
1564,666,0.03,1.42
1565,666,0.91,1.42
1566,667,2.42,1.23
1567,667,0.26,1.23
1568,667,0.26,1.23
1569,667,-0.36,1.23
1570,667,-1.33,1.23
1571,667,0.39,1.23
1572,667,0.56,1.23
1573,667,0.74,1.23
1574,667,0.03,1.23
1575,667,0.03,1.23
1576,667,0.03,1.23
1577,667,1.52,1.23
1578,667,0.16,1.23
1579,668,0.03,0.84
1580,668,-1.33,0.84
1581,668,0.91,0.84
1582,668,-1.33,0.84
1583,669,-0.36,1.19
1584,669,-0.36,1.19
1585,670,-0.36,0.73
1586,670,-1.33,0.73
1587,670,2.42,0.73
1588,670,0.39,0.73
1589,670,-1.33,0.73
1590,670,-1.33,0.73
1591,671,0.56,0.74
1592,671,0.56,0.74
1593,671,1.14,0.74
1594,672,0.03,1.08
1595,672,0.03,1.08
1596,672,0.56,1.08
1597,673,0.16,0.72
1598,673,0.91,0.72
1599,673,0.39,0.72
1600,673,-0.36,0.72
1601,673,0.39,0.72
1602,673,0.03,0.72
1603,674,-0.36,1.13
1604,674,1.52,1.13
1605,674,0.91,1.13
1606,674,-1.33,1.13
1607,674,-1.33,1.13
1608,674,-0.36,1.13
1609,675,0.74,0.9
1610,675,-0.36,0.9
1611,675,-1.33,0.9
1612,675,-0.36,0.9
1613,675,0.03,0.9
1614,675,0.56,0.9
1615,675,0.74,0.9
1616,675,0.74,0.9
1617,675,1.14,0.9
1618,675,1.52,0.9
1619,675,0.39,0.9
1620,675,0.39,0.9
1621,676,-0.58,0.86
1622,676,-0.13,0.86
1623,676,2.42,0.86
1624,676,-0.36,0.86
1625,676,1.14,0.86
1626,676,0.03,0.86
1627,677,-0.36,1.3
1628,677,-0.36,1.3
1629,677,-0.58,1.3
1630,677,0.74,1.3
1631,678,-0.36,1.03
1632,678,-1.33,1.03
1633,678,0.56,1.03
1634,678,1.52,1.03
1635,678,1.52,1.03
1636,678,0.74,1.03
1637,678,-0.36,1.03
1638,678,-0.36,1.03
1639,679,0.39,1.58
1640,679,0.39,1.58
1641,679,1.14,1.58
1642,679,-1.33,1.58
1643,679,-1.33,1.58
1644,679,0.39,1.58
1645,679,0.56,1.58
1646,679,-0.36,1.58
1647,680,-0.36,0.96
1648,680,-0.36,0.96
1649,680,-0.13,0.96
1650,680,1.14,0.96
1651,680,1.14,0.96
1652,681,-1.33,0.88
1653,681,-1.33,0.88
1654,681,-1.33,0.88
1655,681,-0.36,0.88
1656,681,0.56,0.88
1657,681,0.56,0.88
1658,681,0.39,0.88
1659,681,-1.33,0.88
1660,681,-1.33,0.88
1661,682,0.74,1.26
1662,682,-0.13,1.26
1663,682,-0.58,1.26
1664,682,0.74,1.26
1665,683,0.74,0.29
1666,683,0.39,0.29
1667,683,0.39,0.29
1668,684,0.74,0.1
1669,684,0.39,0.1
1670,687,-0.13,1.03
1671,687,-0.58,1.03
1672,687,-1.33,1.03
1673,687,0.56,1.03
1674,687,-1.33,1.03
1675,687,-0.36,1.03
1676,687,-0.36,1.03
1677,687,0.56,1.03
1678,687,-0.13,1.03
1679,687,0.74,1.03
1680,688,0.39,0.79
1681,688,0.26,0.79
1682,688,0.03,0.79
1683,688,-0.13,0.79
1684,688,0.03,0.79
1685,689,1.52,1.08
1686,689,0.39,1.08
1687,689,0.16,1.08
1688,690,-0.36,1.45
1689,690,-0.13,1.45
1690,691,2.42,2.28
1691,693,2.42,1.03
1692,694,-0.36,0.89
1693,695,-1.33,0.52
1694,695,-0.13,0.52
1695,695,2.42,0.52
1696,695,2.42,0.52
1697,696,0.39,0.62
1698,699,0.39,0.76
1699,701,-0.36,0.37
1700,701,1.52,0.37
1701,701,1.52,0.37
1702,701,-0.13,0.37
1703,701,1.14,0.37
1704,703,0.39,1.02
1705,703,0.39,1.02
1706,703,-1.33,1.02
1707,703,-1.33,1.02
1708,703,0.16,1.02
1709,704,-0.36,1.02
1710,704,-0.36,1.02
1711,704,-0.36,1.02
1712,704,-0.58,1.02
1713,704,-0.36,1.02
1714,704,-0.13,1.02
1715,704,-0.13,1.02
1716,705,-0.36,0.89
1717,705,-0.13,0.89
1718,705,0.39,0.89
1719,705,0.26,0.89
1720,705,0.91,0.89
1721,706,0.16,1.04
1722,706,0.91,1.04
1723,706,0.16,1.04
1724,706,0.16,1.04
1725,706,0.56,1.04
1726,706,-0.13,1.04
1727,706,1.14,1.04
1728,707,0.26,0.84
1729,707,-1.33,0.84
1730,707,0.56,0.84
1731,707,0.39,0.84
1732,707,0.91,0.84
1733,707,-1.33,0.84
1734,708,1.52,0.34
1735,709,0.56,0.81
1736,709,0.74,0.81
1737,709,0.39,0.81
1738,709,0.56,0.81
1739,709,0.56,0.81
1740,709,-0.13,0.81
1741,709,2.42,0.81
1742,709,-1.33,0.81
1743,709,-0.36,0.81
1744,710,-1.33,1.25
1745,710,0.91,1.25
1746,710,0.26,1.25
1747,710,1.52,1.25
1748,710,-0.13,1.25
1749,710,-1.33,1.25
1750,710,-0.13,1.25
1751,710,-1.33,1.25
1752,710,0.39,1.25
1753,710,1.14,1.25
1754,710,-1.33,1.25
1755,710,-0.13,1.25
1756,710,0.03,1.25
1757,711,-0.13,0.91
1758,711,0.74,0.91
1759,711,0.56,0.91
1760,711,0.03,0.91
1761,711,0.91,0.91
1762,711,-0.36,0.91
1763,712,-0.13,1.16
1764,712,-0.58,1.16
1765,712,0.16,1.16
1766,712,0.16,1.16
1767,712,0.91,1.16
1768,712,-0.13,1.16
1769,712,-0.13,1.16
1770,712,0.91,1.16
1771,712,1.14,1.16
1772,712,-1.33,1.16
1773,712,-1.33,1.16
1774,713,0.39,1.23
1775,713,0.74,1.23
1776,713,0.39,1.23
1777,713,0.03,1.23
1778,713,0.74,1.23
1779,713,0.03,1.23
1780,713,0.56,1.23
1781,713,0.03,1.23
1782,714,0.16,1.14
1783,714,1.52,1.14
1784,714,-1.33,1.14
1785,714,0.74,1.14
1786,714,-1.33,1.14
1787,714,-0.13,1.14
1788,714,-0.58,1.14
1789,714,0.39,1.14
1790,715,2.42,0.83
1791,715,-0.13,0.83
1792,715,-0.13,0.83
1793,715,0.26,0.83
1794,715,1.52,0.83
1795,716,-0.36,1.52
1796,717,-0.13,2.34
1797,717,0.16,2.34
1798,717,0.26,2.34
1799,718,-1.33,2.72
1800,719,0.16,1.68
1801,719,-0.36,1.68
1802,721,1.14,2.31
1803,721,0.91,2.31
1804,721,0.39,2.31
1805,721,0.03,2.31
1806,722,-0.58,1.18
1807,722,-1.33,1.18
1808,722,0.03,1.18
1809,723,-1.33,2.34
1810,723,-0.13,2.34
1811,723,0.74,2.34
1812,723,-1.33,2.34
1813,723,-1.33,2.34
1814,723,0.74,2.34
1815,723,-1.33,2.34
1816,724,0.56,0.82
1817,724,1.52,0.82
1818,724,2.42,0.82
1819,724,1.52,0.82
1820,724,0.74,0.82
1821,724,0.91,0.82
1822,725,0.16,0.64
1823,727,-0.13,0.98
1824,727,-0.13,0.98
1825,727,2.42,0.98
1826,727,0.26,0.98
1827,727,-0.36,0.98
1828,727,2.42,0.98
1829,728,0.39,1.17
1830,728,0.56,1.17
1831,728,0.26,1.17
1832,728,0.03,1.17
1833,728,1.14,1.17
1834,730,-0.58,1.47
1835,731,1.52,0.92
1836,731,1.52,0.92
1837,731,0.39,0.92
1838,731,2.42,0.92
1839,732,-1.33,1.3
1840,732,1.14,1.3
1841,732,-1.33,1.3
1842,732,0.91,1.3
1843,732,0.16,1.3
1844,732,2.42,1.3
1845,732,0.39,1.3
1846,733,-0.58,2.06
1847,733,0.74,2.06
1848,733,0.26,2.06
1849,733,1.52,2.06
1850,733,0.74,2.06
1851,733,-1.33,2.06
1852,733,-1.33,2.06
1853,733,-1.33,2.06
1854,733,-0.36,2.06
1855,734,0.74,1.8
1856,734,0.26,1.8
1857,734,1.52,1.8
1858,734,0.03,1.8
1859,734,-0.36,1.8
1860,734,-0.58,1.8
1861,734,0.03,1.8
1862,735,-1.33,1.42
1863,735,-0.36,1.42
1864,735,-0.58,1.42
1865,736,1.14,0.87
1866,736,0.91,0.87
1867,736,-0.13,0.87
1868,736,0.56,0.87
1869,736,-0.36,0.87
1870,737,0.56,0.03
1871,737,0.56,0.03
1872,737,2.42,0.03
1873,737,0.16,0.03
1874,737,0.74,0.03
1875,741,-0.13,0.98
1876,741,-1.33,0.98
1877,742,0.91,0.97
1878,743,0.91,0.5
1879,744,0.26,0.94
1880,744,-1.33,0.94
1881,744,0.03,0.94
1882,744,0.26,0.94
1883,745,-0.36,0.93
1884,746,-1.33,1.38
1885,746,-0.58,1.38
1886,746,0.16,1.38
1887,746,0.74,1.38
1888,746,-1.33,1.38
1889,747,-1.33,0.99
1890,747,0.74,0.99
1891,747,0.03,0.99
1892,747,0.91,0.99
1893,747,-1.33,0.99
1894,748,-1.33,1.04
1895,748,-1.33,1.04
1896,748,1.14,1.04
1897,749,0.39,0.97
1898,749,-0.13,0.97
1899,750,0.03,0.48
1900,750,0.03,0.48
1901,750,-0.36,0.48
1902,752,-1.33,1.18
1903,752,-1.33,1.18
1904,752,-0.36,1.18
1905,752,-0.58,1.18
1906,752,0.03,1.18
1907,753,1.52,0.76
1908,753,0.16,0.76
1909,753,0.56,0.76
1910,753,0.26,0.76
1911,753,0.74,0.76
1912,766,0.56,1.35
1913,766,-0.13,1.35
1914,768,0.26,2.1
1915,768,-0.13,2.1
1916,769,0.56,1.58
1917,769,-1.33,1.58
1918,769,-1.33,1.58
1919,769,-1.33,1.58
1920,769,0.16,1.58
1921,771,-0.13,1.34
1922,771,0.39,1.34
1923,772,-1.33,1.84
1924,773,-0.13,0.76
1925,774,1.52,1.5
1926,774,-0.58,1.5
1927,775,-0.13,1.05
1928,775,0.91,1.05
1929,775,-0.13,1.05
1930,775,-0.58,1.05
1931,775,-0.36,1.05
1932,776,-0.13,1.49
1933,776,0.16,1.49
1934,776,-1.33,1.49
1935,776,-1.33,1.49
1936,776,0.74,1.49
1937,776,-0.36,1.49
1938,777,-1.33,1.98
1939,777,-0.58,1.98
1940,777,-1.33,1.98
1941,778,0.16,1.09
1942,778,-0.58,1.09
1943,778,-0.36,1.09
1944,778,-0.58,1.09
1945,778,0.91,1.09
1946,778,0.56,1.09
1947,778,0.91,1.09
1948,779,0.39,1.61
1949,779,-0.36,1.61
1950,779,-0.36,1.61
1951,779,1.52,1.61
1952,779,0.16,1.61
1953,779,-0.13,1.61
1954,779,-0.58,1.61
1955,779,0.91,1.61
1956,780,0.03,1.1
1957,780,0.03,1.1
1958,780,-1.33,1.1
1959,782,1.52,2.38
1960,782,-1.33,2.38
1961,782,-1.33,2.38
1962,782,0.03,2.38
1963,782,0.56,2.38
1964,783,-1.33,0.84
1965,783,0.91,0.84
1966,783,-1.33,0.84
1967,784,1.14,1.08
1968,784,-1.33,1.08
1969,785,0.16,2.02
1970,785,-0.13,2.02
1971,785,-1.33,2.02
1972,785,0.39,2.02
1973,785,0.39,2.02
1974,785,1.52,2.02
1975,785,0.03,2.02
1976,785,0.26,2.02
1977,785,0.16,2.02
1978,785,-0.13,2.02
1979,786,-1.33,2.79
1980,786,-1.33,2.79
1981,786,-1.33,2.79
1982,786,-1.33,2.79
1983,786,-1.33,2.79
1984,786,0.03,2.79
1985,787,-0.36,1.9
1986,787,0.16,1.9
1987,788,0.03,1.08
1988,788,0.16,1.08
1989,788,-0.36,1.08
1990,788,-0.36,1.08
1991,788,1.52,1.08
1992,789,-1.33,1.95
1993,789,-1.33,1.95
1994,789,-0.58,1.95
1995,789,0.16,1.95
1996,789,0.16,1.95
1997,789,-1.33,1.95
1998,790,-1.33,1.75
1999,790,-0.13,1.75
2000,790,-1.33,1.75
2001,790,-1.33,1.75
2002,791,0.16,1.32
2003,792,0.03,0.99
2004,792,0.39,0.99
2005,792,-1.33,0.99
2006,792,1.52,0.99
2007,792,-1.33,0.99
2008,792,1.52,0.99
2009,793,-0.36,2.24
2010,793,-1.33,2.24
2011,793,-0.58,2.24
2012,793,-1.33,2.24
2013,793,0.03,2.24
2014,793,0.16,2.24
2015,793,-0.36,2.24
2016,793,-1.33,2.24
2017,794,-0.36,3.41
2018,794,0.56,3.41
2019,794,-1.33,3.41
2020,794,-0.13,3.41
2021,794,-1.33,3.41
2022,794,-1.33,3.41
2023,794,-0.36,3.41
2024,794,0.03,3.41
2025,794,-1.33,3.41
2026,794,-1.33,3.41
2027,794,-0.36,3.41
2028,794,-1.33,3.41
2029,794,-1.33,3.41
2030,794,-0.36,3.41
2031,795,-0.36,2.47
2032,795,-1.33,2.47
2033,796,-0.58,1.85
2034,796,0.74,1.85
2035,796,0.39,1.85
2036,796,-1.33,1.85
2037,796,-0.36,1.85
2038,796,0.03,1.85
2039,796,0.03,1.85
2040,796,0.91,1.85
2041,796,-1.33,1.85
2042,797,-0.13,1.68
2043,797,-1.33,1.68
2044,797,-1.33,1.68
2045,797,-0.13,1.68
2046,797,-1.33,1.68
2047,798,-0.58,1.15
2048,798,0.91,1.15
2049,798,0.91,1.15
2050,798,0.39,1.15
2051,798,0.56,1.15
2052,798,0.56,1.15
2053,798,0.39,1.15
2054,798,0.16,1.15
2055,798,-0.36,1.15
2056,798,-0.36,1.15
2057,799,-0.13,0.73
2058,799,-1.33,0.73
2059,800,1.14,1.69
2060,800,-0.36,1.69
2061,801,0.26,1.27
2062,801,1.14,1.27
2063,803,-0.36,1.45
2064,803,-1.33,1.45
2065,803,-0.13,1.45
2066,803,-1.33,1.45
2067,804,0.03,3.52
2068,804,-0.36,3.52
2069,804,-0.13,3.52
2070,805,-0.36,2.04
2071,805,0.39,2.04
2072,807,-1.33,1.24
2073,807,-1.33,1.24
2074,807,0.03,1.24
2075,807,-1.33,1.24
2076,807,0.56,1.24
2077,807,0.26,1.24
2078,808,0.03,1.12
2079,808,0.56,1.12
2080,808,-0.36,1.12
2081,809,2.42,1.17
2082,809,0.39,1.17
2083,809,-1.33,1.17
2084,809,-1.33,1.17
2085,809,0.56,1.17
2086,809,0.56,1.17
2087,809,0.56,1.17
2088,812,-0.58,1.42
2089,813,-1.33,1.17
2090,813,-1.33,1.17
2091,814,1.14,0.8
2092,815,-0.13,1.45
2093,815,-1.33,1.45
2094,816,-0.36,1.99
2095,816,-0.36,1.99
2096,816,0.39,1.99
2097,816,-1.33,1.99
2098,817,-1.33,2.75
2099,817,0.56,2.75
2100,817,-1.33,2.75
2101,818,0.91,1.3
2102,818,-1.33,1.3
2103,818,0.03,1.3
2104,818,0.56,1.3
2105,818,-1.33,1.3
2106,819,-1.33,1.18
2107,819,-0.36,1.18
2108,819,0.39,1.18
2109,819,-0.58,1.18
2110,819,0.26,1.18
2111,821,0.56,1.47
2112,821,0.03,1.47
2113,822,0.74,1.24
2114,822,-1.33,1.24
2115,822,1.52,1.24
2116,822,-1.33,1.24
2117,822,1.52,1.24
2118,822,-1.33,1.24
2119,822,-1.33,1.24
2120,822,0.39,1.24
2121,822,0.56,1.24
2122,822,0.39,1.24
2123,822,1.52,1.24
2124,822,-1.33,1.24
2125,822,-1.33,1.24
2126,823,-0.58,1.61
2127,823,-1.33,1.61
2128,823,-0.58,1.61
2129,823,0.16,1.61
2130,823,-1.33,1.61
2131,823,-1.33,1.61
2132,823,0.03,1.61
2133,823,0.39,1.61
2134,823,-1.33,1.61
2135,823,1.52,1.61
2136,824,1.14,1.2
2137,824,-0.13,1.2
2138,824,0.26,1.2
2139,824,-0.58,1.2
2140,824,0.56,1.2
2141,824,-1.33,1.2
2142,824,0.39,1.2
2143,824,-1.33,1.2
2144,824,0.03,1.2
2145,824,-0.13,1.2
2146,825,0.16,1.79
2147,825,-1.33,1.79
2148,825,-1.33,1.79
2149,825,0.16,1.79
2150,825,-1.33,1.79
2151,826,1.14,1.19
2152,826,-0.58,1.19
2153,826,0.03,1.19
2154,826,0.26,1.19
2155,826,1.14,1.19
